col_1,col_2,col_3
radium,6,1.000
radius,6,1.000
Rafael,6,0.923
raffle,6,1.000
raft,4,1.000
rafter,6,1.000
raftered,8,0.852
rafters,7,1.000
rafts,5,1.000
rag,3,1.000
ragamuffin,10,0.923
ragbag,6,0.962
rage,4,1.000
raged,5,0.963
rages,5,0.926
ragged,6,0.929
raggedness,10,0.964
ragging,7,1.000
raging,6,1.000
rags,4,1.000
ragtag,6,0.929
ragtime,7,1.000
raid,4,1.000
raided,6,1.000
raider,6,1.000
raiders,7,1.000
raiding,7,1.000
raids,5,1.000
rail,4,1.000
railhead,8,1.000
railing,7,1.000
railroad,8,1.000
railroader,10,1.000
railroading,11,1.000
railroads,9,1.000
railroad's,10,1.000
rails,5,1.000
railway,7,1.000
railways,8,0.963
rain,4,1.000
rainbow,7,1.000
raincoat,8,1.000
raincoats,9,1.000
raindrop,8,1.000
raindrops,9,1.000
rained,6,1.000
rainfall,8,1.000
rainier,7,0.792
raining,7,1.000
rainless,8,1.000
rainproof,9,1.000
rains,5,0.962
rain's,6,1.000
rainstorm,9,1.000
rainwater,9,1.000
rainy,5,1.000
raise,5,1.000
raised,6,1.000
raiser,6,0.966
raises,6,1.000
raisin,6,1.000
raising,7,1.000
raj,3,0.520
rajah,5,0.593
rake,4,1.000
raked,5,0.926
rakish,6,0.714
rakishly,8,0.680
rallied,7,0.963
rallies,7,1.000
rally,5,1.000
rallying,8,1.000
Ralph,5,1.000
ram,3,1.000
Ramadan,7,0.762
ramble,6,1.000
rambler,7,1.000
rambles,7,1.000
rambling,8,1.000
ramblings,9,1.000
rambunctious,12,0.889
ramification,12,0.966
ramifications,13,0.962
rammed,6,1.000
ramming,7,1.000
ramp,4,1.000
rampage,7,1.000
rampant,7,0.889
rampart,7,0.862
ramps,5,1.000
ramrod,6,0.923
Ramsey,6,1.000
ramshackle,10,1.000
ran,3,1.000
ranch,5,1.000
rancher,7,1.000
ranchers,8,1.000
ranches,7,1.000
rancho,6,0.889
rancid,6,0.963
rancidity,9,0.792
rancor,6,0.714
rancorous,9,0.739
rand,4,1.000
Randolph,8,1.000
random,6,1.000
randomization,13,0.875
Randy,5,1.000
rang,4,1.000
range,5,1.000
ranged,6,1.000
rangelands,10,0.857
ranger,6,1.000
rangers,7,1.000
ranges,6,1.000
ranging,7,0.929
rank,4,1.000
ranked,6,1.000
ranker,6,0.963
rankest,7,0.963
ranking,7,1.000
ranks,5,1.000
ransack,7,1.000
ransacked,9,1.000
ransacking,10,0.929
ransom,6,1.000
rant,4,1.000
ranted,6,0.964
Raoul,5,0.885
rap,3,0.963
rapacious,9,0.577
rape,4,1.000
raped,5,0.966
rapes,5,1.000
Raphael,7,0.929
Raphael's,9,0.923
rapid,5,1.000
rapidity,8,0.462
rapidly,7,0.963
rapier,6,0.478
raping,6,0.929
rapist,6,1.000
rapists,7,0.960
rapped,6,0.857
rapping,7,1.000
rapport,7,0.714
rapprochement,13,0.571
rapscallion,11,0.864
rapt,4,0.963
rapture,7,0.964
raptures,8,1.000
rapturous,9,0.962
Rapunzel,8,0.893
rare,4,1.000
rarebit,7,0.720
rarefaction,11,0.565
rarefy,6,0.478
rarely,6,1.000
rarer,5,0.964
rarified,8,0.923
rarity,6,0.964
rascal,6,1.000
rascals,7,1.000
rash,4,0.963
rasp,4,1.000
raspberry,9,1.000
rasped,6,0.889
rasping,7,0.964
rasps,5,1.000
rat,3,1.000
ratchet,7,0.929
rate,4,1.000
rateable,8,0.852
rated,5,1.000
ratepayer,9,0.821
rates,5,1.000
rather,6,1.000
ratification,12,1.000
ratified,8,1.000
ratify,6,1.000
rating,6,1.000
ratings,7,1.000
ratio,5,0.963
ration,6,0.926
rational,8,1.000
rationale,9,0.852
rationalism,11,0.964
rationalist,11,1.000
rationalistic,13,0.962
rationality,11,0.893
rationalization,15,1.000
rationalizations,16,0.964
rationalize,11,1.000
rationalized,12,1.000
rationally,10,0.926
rationed,8,0.962
rationing,9,1.000
rations,7,0.852
ratios,6,0.929
rats,4,1.000
rat's,5,1.000
rattail,7,0.786
rattan,6,0.500
rattle,6,1.000
rattlebrained,13,0.964
rattled,7,1.000
rattler,7,0.964
rattlers,8,0.964
rattles,7,1.000
rattlesnake,11,0.964
rattlesnakes,12,1.000
rattletrap,10,1.000
rattling,8,0.889
ratty,5,1.000
raucous,7,0.720
raucously,9,0.429
raunchy,7,1.000
ravage,6,0.926
ravages,7,0.926
rave,4,1.000
ravel,5,0.815
raven,5,1.000
ravenous,8,0.783
ravine,6,0.889
ravines,7,0.731
raving,6,0.964
ravioli,7,0.962
ravish,6,1.000
ravishing,9,1.000
raw,3,1.000
rawhide,7,1.000
Rawlings,8,1.000
ray,3,0.963
Raymond,7,1.000
rayon,5,0.889
rays,4,1.000
raze,4,1.000
razing,6,0.929
razor,5,1.000
razorback,9,1.000
razzle,6,1.000
reach,5,1.000
reached,7,1.000
reaches,7,1.000
reaching,8,1.000
reacquainted,12,0.885
react,5,1.000
reactants,9,0.889
reacted,7,1.000
reacting,8,1.000
reaction,8,1.000
reactionaries,13,0.926
reactionary,11,1.000
reactions,9,1.000
reactivate,10,0.963
reactivated,11,1.000
reactive,8,1.000
reactivity,10,0.958
reactor,7,1.000
reactors,8,1.000
reacts,6,1.000
read,4,1.000
readable,8,1.000
readapting,10,0.960
readdress,9,0.917
reader,6,1.000
readers,7,1.000
reader's,8,1.000
readership,10,0.962
readily,7,0.963
readiness,9,1.000
reading,7,0.962
readings,8,0.966
readjust,8,0.680
readjusted,10,0.840
readjustment,12,0.826
readout,7,0.926
reads,5,1.000
read's,6,0.958
ready,5,1.000
readying,8,0.889
reaffirm,8,1.000
reaffirmation,13,0.852
reaffirmed,10,0.963
reaffirms,9,1.000
reafforest,10,0.529
reagent,7,0.640
reagents,8,0.800
real,4,1.000
realign,7,0.923
realigning,10,0.917
realignment,11,0.923
realism,7,1.000
realist,7,1.000
realistic,9,1.000
realistically,13,1.000
realities,9,0.889
reality,7,0.964
realization,11,1.000
realize,7,1.000
realized,8,1.000
realizes,8,1.000
realizing,9,1.000
really,6,1.000
realm,5,0.929
realms,6,0.963
realness,8,1.000
realtor,7,0.926
realtors,8,0.963
realtor's,9,0.964
realty,6,0.679
ream,4,0.963
reams,5,0.864
reanimate,9,0.955
reap,4,0.962
reaped,6,0.920
reaper,6,0.963
reaping,7,1.000
reappear,8,1.000
reappearance,12,1.000
reappeared,10,0.963
reappearing,11,1.000
reappears,9,0.960
reapportioned,13,0.696
reapportionment,15,0.667
reappraisal,11,0.929
reappraisals,12,0.920
rear,4,1.000
reared,6,1.000
rearguard,9,0.773
rearing,7,0.964
rearm,5,0.852
rearmament,10,0.571
rearmed,7,0.880
rearmost,8,0.893
rearrange,9,1.000
rearranged,10,1.000
rearrangement,13,1.000
rearranging,11,0.958
rearward,8,0.636
reason,6,1.000
reasonable,10,1.000
reasonably,10,1.000
reasoned,8,1.000
reasoning,9,1.000
reasons,7,1.000
reassemble,10,1.000
reassembled,11,0.964
reassert,8,1.000
reasserting,11,0.960
reassign,8,0.963
reassurance,11,1.000
reassure,8,1.000
reassured,9,1.000
reassuring,10,0.964
reassuringly,12,1.000
reawaken,8,0.964
rebate,6,0.893
Rebecca,7,1.000
rebel,5,1.000
rebelled,8,1.000
rebelling,9,0.962
rebellion,9,1.000
rebellions,10,0.929
rebellious,10,1.000
rebelliously,12,0.857
rebels,6,0.893
rebind,6,1.000
rebirth,7,1.000
reborn,6,1.000
rebound,7,0.964
rebuff,6,0.920
rebuffed,8,1.000
rebuild,7,1.000
rebuilding,10,1.000
rebuilds,8,1.000
rebuilt,7,0.962
rebuke,6,0.857
rebuked,7,0.870
rebut,5,0.800
rebuttal,8,0.857
rebutted,8,0.786
recalcitrance,13,0.474
recalcitrant,12,0.533
recalculated,12,1.000
recalculation,13,0.963
recall,6,1.000
recalled,8,0.962
recalling,9,1.000
recalls,7,1.000
recant,6,0.815
recantation,11,0.808
recanted,8,0.840
recap,5,1.000
recapitulate,12,0.769
recapitulation,14,0.370
recapture,9,1.000
recaptured,10,1.000
recast,6,1.000
recede,6,1.000
receded,7,1.000
receding,8,1.000
receipt,7,1.000
receipts,8,0.958
receive,7,1.000
received,8,1.000
receiver,8,1.000
receivers,9,1.000
receives,8,1.000
receiving,9,1.000
recent,6,0.960
recently,8,1.000
receptacle,10,0.875
reception,9,1.000
receptionist,12,0.963
receptionist's,14,0.964
receptions,10,0.889
receptive,9,1.000
recess,6,1.000
recessed,8,0.963
recession,9,1.000
recessive,9,0.926
recharge,8,1.000
rechartering,12,0.960
recheck,7,0.846
recidivism,10,0.556
recipe,6,0.963
recipes,7,1.000
recipient,9,0.962
recipients,10,1.000
reciprocal,10,0.963
reciprocate,11,0.923
reciprocity,11,0.773
recital,7,0.923
recitals,8,1.000
recitation,10,0.857
recitative,10,0.375
recite,6,0.926
recited,7,1.000
reciting,8,0.963
reckless,8,0.963
recklessness,12,1.000
reckon,6,1.000
reckoned,8,0.964
reckoning,9,1.000
reckonings,10,0.931
reckons,7,1.000
reclaim,7,0.963
reclaimed,9,0.962
reclamation,11,0.750
reclassification,16,1.000
reclassified,12,1.000
recline,7,1.000
reclining,9,1.000
recluse,7,0.893
recognition,11,0.964
recognizable,12,0.926
recognizance,12,0.261
recognize,9,0.966
recognized,10,1.000
recognizes,10,1.000
recognizing,11,1.000
recoil,6,1.000
recoiled,8,1.000
recollect,9,0.893
recollected,11,0.966
recollection,12,0.857
recollections,13,0.880
recommence,10,0.773
recommend,9,1.000
recommendation,14,0.926
recommendations,15,0.962
recommended,11,0.963
recommending,12,1.000
recommends,10,0.963
recompense,10,0.692
reconcile,9,1.000
reconciled,10,1.000
reconciles,10,0.929
reconciliation,14,0.923
reconciling,11,0.885
recondition,11,0.926
reconditioning,14,1.000
reconnaissance,14,0.714
reconsider,10,1.000
reconsideration,15,1.000
reconsidered,12,0.963
reconstitute,12,0.920
reconstruct,11,0.929
reconstructed,13,1.000
reconstruction,14,1.000
reconstructs,12,1.000
recontamination,15,0.833
reconvened,10,0.957
reconvenes,10,0.727
reconverting,12,0.889
recopied,8,0.926
record,6,1.000
recorded,8,1.000
recorder,8,1.000
recording,9,1.000
recordings,10,1.000
records,7,0.963
recount,7,1.000
recounted,9,1.000
recounting,10,1.000
recounts,8,0.964
recoup,6,0.962
recouped,8,0.926
recourse,8,0.923
recover,7,1.000
recoverable,11,0.962
recovered,9,1.000
recovering,10,1.000
recovers,8,0.926
recovery,8,1.000
recreate,8,0.962
recreated,9,0.929
recreates,9,0.926
recreating,10,0.846
recreation,10,0.963
recreational,12,0.962
recriminate,11,1.000
recrimination,13,0.870
recriminations,14,0.826
recruit,7,1.000
recruited,9,1.000
recruiter,9,1.000
recruiting,10,1.000
recruitment,11,0.964
recruits,8,1.000
rectal,6,0.963
rectangle,9,0.963
rectangular,11,0.964
rectification,13,0.826
rectifier,9,1.000
rectify,7,0.962
rectilinear,11,0.562
rectitude,9,0.792
rector,6,1.000
rector's,8,0.966
rectory,7,0.963
rectum,6,1.000
recumbent,9,0.926
recuperate,10,0.920
recuperating,12,0.962
recuperation,12,0.885
recur,5,0.828
recurred,8,0.786
recurrence,10,0.960
recurrent,9,0.963
recurrently,11,0.885
recurring,9,0.926
recursive,9,0.889
recusant,8,0.455
recycle,7,1.000
red,3,1.000
redactions,10,0.778
redbirds,8,1.000
redbreast,9,1.000
redcoat,7,1.000
redcoats,8,0.929
redden,6,0.929
reddened,8,0.885
redder,6,0.926
redding,7,0.929
reddish,7,1.000
redecorate,10,0.960
redecorated,11,1.000
redecorating,12,1.000
redecoration,12,1.000
rededicate,10,0.857
redeem,6,0.963
redeemed,8,1.000
redeeming,9,1.000
redefined,9,0.962
redefinition,12,0.917
redemption,10,1.000
redemptive,10,0.852
redeploy,8,0.643
redevelopment,13,0.962
redhead,7,0.963
redheaded,9,1.000
redheads,8,1.000
redirect,8,1.000
redirecting,11,0.964
rediscover,10,1.000
rediscovering,13,0.962
rediscovers,11,1.000
redistribute,12,0.880
redistributed,13,0.880
redistribution,14,0.926
redistricting,13,0.800
redneck,7,0.964
redo,4,0.923
redolent,8,0.640
redouble,8,0.960
redoubled,9,1.000
redoubt,7,1.000
redress,7,0.741
redressed,9,1.000
reds,4,1.000
red's,5,0.963
redskin,7,1.000
reduce,6,1.000
reduced,7,1.000
reducer,7,1.000
reduces,7,1.000
reducing,8,1.000
reduction,9,1.000
reductions,10,0.964
redundancy,10,1.000
redundant,9,0.966
reduplicate,11,0.926
redwing,7,0.885
redwood,7,0.966
redwoods,8,1.000
reed,4,0.960
reeducate,9,0.962
reeducation,11,0.880
reedy,5,0.880
reef,4,1.000
reefer,6,0.852
reefs,5,0.958
reek,4,0.958
reeked,6,1.000
reeking,7,1.000
reel,4,1.000
reelected,9,1.000
reelection,10,0.931
reeled,6,0.964
reeling,7,1.000
reels,5,1.000
reemerged,9,1.000
reenact,7,0.963
reentered,9,1.000
reestablish,11,1.000
reevaluation,12,0.962
reexamination,13,1.000
reexamine,9,0.963
ref,3,1.000
reface,6,0.885
refashion,9,0.962
refectories,11,0.700
refer,5,0.964
referee,7,0.929
reference,9,1.000
references,10,0.964
referendum,10,0.962
referent,8,0.818
referential,11,0.929
referral,8,1.000
referrals,9,1.000
referred,8,1.000
referring,9,0.963
refers,6,0.920
refill,6,1.000
refilled,8,1.000
refinance,9,0.852
refine,6,1.000
refined,7,1.000
refinement,10,0.964
refinements,11,1.000
refiner,7,0.923
refinery,8,0.963
refining,8,1.000
refit,5,0.963
reflect,7,1.000
reflectance,11,0.893
reflected,9,1.000
reflecting,10,1.000
reflection,10,1.000
reflections,11,1.000
reflective,10,1.000
reflector,9,1.000
reflectors,10,1.000
reflects,8,1.000
reflex,6,1.000
reflexes,8,0.889
reflexive,9,1.000
reflux,6,1.000
refocusing,10,0.960
refolded,8,0.963
reforest,8,0.964
reforestation,13,0.923
reform,6,1.000
reformation,11,0.926
reformatory,11,0.926
reformed,8,1.000
reformer,8,1.000
reformers,9,1.000
reforming,9,1.000
reformism,9,1.000
reforms,7,1.000
reformulated,12,0.962
refract,7,0.963
refracted,9,0.923
refraction,10,0.963
refractive,10,0.963
refractory,10,0.923
refrain,7,1.000
refrained,9,1.000
refresh,7,1.000
refreshed,9,1.000
refresher,9,0.926
refreshing,10,1.000
refreshingly,12,0.960
refreshment,11,1.000
refreshments,12,0.964
refrigerant,11,0.852
refrigerate,11,1.000
refrigerated,12,1.000
refrigeration,13,0.962
refrigerator,12,1.000
refrigerators,13,1.000
refuel,6,0.962
refueling,9,1.000
refuge,6,0.875
refugee,7,1.000
refugees,8,0.963
refund,6,1.000
refunded,8,1.000
refunds,7,1.000
refurbish,9,1.000
refurbished,11,1.000
refurbishing,12,1.000
refusal,7,1.000
refuse,6,0.955
refused,7,1.000
refuses,7,1.000
refusing,8,1.000
refutable,9,1.000
refutation,10,0.808
refute,6,1.000
refuted,7,0.963
regain,6,1.000
regained,8,0.964
regaining,9,1.000
regains,7,1.000
regal,5,0.963
regaled,7,0.577
regalia,7,0.731
regard,6,1.000
regarded,8,1.000
regarding,9,1.000
regardless,10,1.000
regards,7,1.000
regatta,7,0.857
regattas,8,0.815
regency,7,1.000
regenerate,10,0.964
regenerates,11,1.000
regenerating,12,1.000
regeneration,12,1.000
regent,6,0.840
regents,7,0.857
reggae,6,0.962
regicide,8,0.667
regime,6,0.875
regimen,7,0.846
regiment,8,0.964
regimentation,13,0.875
regimented,10,0.960
regiments,9,1.000
regiment's,10,1.000
regimes,7,0.815
Regina,6,0.963
Reginald,8,1.000
region,6,0.960
regional,8,1.000
regionalism,11,0.889
regionally,10,0.962
regions,7,0.920
region's,8,1.000
register,8,0.963
registered,10,1.000
registering,11,1.000
registers,9,1.000
registrant,10,0.750
registrants,11,0.800
registrant's,12,0.778
registrar,9,0.857
registration,12,0.963
registrations,13,1.000
registries,10,0.963
registry,8,0.960
regress,7,1.000
regression,10,1.000
regret,6,1.000
regretfully,11,0.964
regrets,7,1.000
regrettable,11,1.000
regrettably,11,0.960
regretted,9,1.000
reground,8,0.893
regroup,7,1.000
regrouped,9,1.000
regrouping,10,1.000
regular,7,1.000
regularity,10,0.963
regularize,10,0.786
regularly,9,0.966
regulars,8,1.000
regulate,8,1.000
regulated,9,1.000
regulating,10,0.963
regulation,10,0.962
regulations,11,1.000
regulative,10,0.920
regulator,9,0.962
regulatory,10,0.889
regurgitate,11,0.920
regurgitation,13,0.885
rehabilitate,12,1.000
rehabilitating,14,0.963
rehabilitation,14,1.000
rehabilitations,15,0.963
reharmonization,15,0.923
rehash,6,0.964
rehear,6,0.731
rehearing,9,0.821
rehearsal,9,1.000
rehearsals,10,1.000
rehearse,8,1.000
rehearsed,9,1.000
rehearsing,10,0.963
rehouse,7,0.880
Reich,5,0.577
reify,5,0.500
reign,5,1.000
reigned,7,0.923
reigning,8,0.880
reigns,6,0.926
Reilly,6,0.840
reimburse,9,1.000
reimburseable,13,0.750
reimbursed,10,0.962
reimbursement,13,1.000
reimbursements,14,1.000
reimburses,10,0.963
rein,4,0.963
reincarnate,11,0.889
reincarnated,12,0.885
reincarnation,13,0.962
reindeer,8,0.960
reined,6,0.926
reinforce,9,1.000
reinforced,10,1.000
reinforcement,13,1.000
reinforcements,14,1.000
reinforces,10,0.923
reinforcing,11,1.000
reins,5,0.958
reinstall,9,1.000
reinstate,9,1.000
reinstated,10,1.000
reinstatement,13,1.000
reinstitution,13,0.926
reinsurance,11,0.923
reinsure,8,0.920
reinterpret,11,1.000
reinterpreted,13,0.739
reintroduces,12,0.964
reinvestigation,15,1.000
reinvigoration,14,0.923
reissue,7,0.875
reiterate,9,0.964
reiterated,10,0.958
reiterates,10,1.000
reiterating,11,0.917
reiteration,11,0.909
reject,6,1.000
rejected,8,1.000
rejecting,9,1.000
rejection,9,1.000
rejections,10,1.000
rejects,7,0.963
rejoice,7,1.000
rejoiced,8,1.000
rejoices,8,0.964
rejoicing,9,1.000
rejoin,6,1.000
rejoinder,9,0.731
rejoining,9,1.000
rejuvenate,10,1.000
rejuvenation,12,1.000
rekindle,8,1.000
rekindling,10,0.923
relaid,6,0.964
relapse,7,0.962
relate,6,0.966
related,7,1.000
relatedness,11,0.962
relates,7,1.000
relating,8,0.964
relation,8,0.963
relational,10,0.852
relations,9,1.000
relationship,12,1.000
relationships,13,1.000
relative,8,1.000
relatively,10,0.931
relatives,9,1.000
relativism,10,0.926
relativist,10,0.960
relativistic,12,0.579
relativity,10,0.808
relax,5,1.000
relaxation,10,1.000
relaxed,7,1.000
relaxes,7,0.964
relaxing,8,1.000
relay,5,0.929
relayed,7,1.000
relaying,8,0.963
relearns,8,0.926
release,7,1.000
released,8,1.000
releases,8,1.000
releasing,9,1.000
relegate,8,0.840
relegated,9,0.852
relent,6,0.875
relented,8,1.000
relentless,10,0.926
relentlessly,12,0.962
relentlessness,14,0.840
relevance,9,0.889
relevancy,9,0.964
relevant,8,0.889
reliable,8,1.000
reliably,8,0.821
reliance,8,1.000
reliant,7,0.964
relic,5,0.963
relict,6,0.840
relied,6,0.929
relief,6,1.000
relies,6,1.000
relieve,7,0.963
relieved,8,0.852
relieves,8,0.923
relieving,9,0.815
religion,8,1.000
religions,9,0.929
religious,9,0.964
religiously,11,0.958
religiousness,13,1.000
reline,6,0.667
relinquish,10,1.000
relinquished,12,1.000
relinquishing,13,0.960
relish,6,1.000
relishes,8,0.926
relishing,9,0.926
relive,6,0.786
relives,7,0.720
reliving,8,0.885
reload,6,0.966
reloaded,8,1.000
relocate,8,1.000
relocation,10,0.962
reluctance,10,1.000
reluctant,9,1.000
reluctantly,11,0.964
rely,4,0.963
relying,7,1.000
remade,6,0.731
remain,6,1.000
remainder,9,0.923
remained,8,1.000
remaining,9,1.000
remains,7,1.000
remake,6,0.926
remaking,8,0.964
remand,6,0.929
remanded,8,1.000
remanding,9,0.880
remark,6,1.000
remarkable,10,1.000
remarkably,10,1.000
remarked,8,0.964
remarking,9,1.000
remarks,7,1.000
remarriage,10,1.000
remarried,9,0.962
remarry,7,0.963
remarrying,10,0.962
Rembrandt,9,1.000
Rembrandt's,11,0.923
remedial,8,0.963
remedies,8,1.000
remedy,6,1.000
remember,8,1.000
remembered,10,1.000
remembering,11,1.000
remembers,9,1.000
remembrance,11,0.962
remembrances,12,0.920
remilitarize,12,0.667
remind,6,1.000
reminded,8,0.962
reminder,8,1.000
reminders,9,1.000
reminding,9,0.962
reminds,7,1.000
reminisce,9,0.750
reminisced,10,0.800
reminiscence,12,0.783
reminiscences,13,0.692
reminiscent,11,1.000
reminisces,10,0.846
reminiscing,11,0.926
remiss,6,0.926
remission,9,1.000
remissions,10,1.000
remitted,8,0.962
remnant,7,1.000
remnants,8,1.000
remodel,7,1.000
remodeled,9,0.963
remodeling,10,1.000
remolding,9,0.964
remonstrance,12,0.524
remonstrate,11,0.714
remonstrated,12,0.783
remorse,7,0.963
remorseful,10,1.000
remorseless,11,0.962
remote,6,1.000
remotely,8,1.000
remoteness,10,0.929
remoter,7,0.960
remotest,8,0.846
remount,7,0.923
remounting,10,0.923
removable,9,1.000
removal,7,1.000
remove,6,1.000
removed,7,1.000
remover,7,1.000
removes,7,1.000
removing,8,0.962
remunerate,10,0.333
remuneration,12,0.500
remunerative,12,0.273
Renaissance,11,0.963
renal,5,0.680
rename,6,1.000
renamed,7,0.963
renascent,9,0.450
renaturation,12,0.458
rend,4,1.000
render,6,1.000
rendered,8,1.000
rendering,9,1.000
renderings,10,0.964
renders,7,1.000
rendezvous,10,0.926
rendition,9,0.852
renditions,10,0.957
renegade,8,0.923
renege,6,0.316
renew,5,1.000
renewable,9,0.963
renewal,7,0.963
renewed,7,1.000
renewing,8,1.000
renews,6,0.960
Reno,4,0.963
renounce,8,1.000
renouncing,10,0.963
renovate,8,1.000
renovated,9,1.000
renovation,10,1.000
renown,6,0.808
renowned,8,0.963
rent,4,1.000
rental,6,1.000
rentals,7,1.000
rented,6,1.000
renting,7,1.000
rents,5,1.000
renunciation,12,0.846
renunciations,13,0.810
reopen,6,1.000
reopened,8,0.962
reopening,9,0.964
reorder,7,0.885
reorganization,14,0.962
reorganizations,15,0.964
reorganize,10,1.000
reorganized,11,1.000
reorganizing,12,1.000
reorient,8,0.885
reorientation,13,1.000
reoriented,10,0.885
rep,3,0.962
repaid,6,0.962
repaint,7,0.923
repainting,10,1.000
repair,6,1.000
repaired,8,1.000
repairing,9,1.000
repairmen,9,1.000
repairs,7,1.000
reparable,9,0.962
reparation,10,0.917
repast,6,0.885
repatriate,10,0.714
repatriation,12,0.304
repay,5,1.000
repayable,9,0.964
repayment,9,1.000
repeal,6,0.963
repealed,8,0.889
repeat,6,1.000
repeated,8,1.000
repeatedly,10,1.000
repeater,8,1.000
repeating,9,1.000
repeats,7,1.000
repel,5,0.964
repelled,8,1.000
repellent,9,0.964
repels,6,0.963
repent,6,0.960
repentance,10,0.920
repentant,9,0.826
repercussion,12,0.963
repercussions,13,1.000
repertoire,10,0.852
repertory,9,0.700
repetition,10,0.964
repetitions,11,0.857
repetitious,11,0.923
repetitive,10,1.000
rephrased,9,1.000
replace,7,1.000
replaced,8,1.000
replacement,11,1.000
replacements,12,1.000
replaces,8,1.000
replacing,9,1.000
replanted,9,1.000
replay,6,1.000
replenish,9,0.926
replenished,11,1.000
replenishment,13,1.000
replete,7,1.000
replica,7,1.000
replicate,9,1.000
replication,11,1.000
replied,7,1.000
replies,7,0.963
reply,5,1.000
replying,8,1.000
reponses,8,0.704
report,6,1.000
reported,8,1.000
reportedly,10,1.000
reporter,8,1.000
reporters,9,0.964
reporting,9,0.963
reportorial,11,0.478
reports,7,1.000
repose,6,0.929
reposed,7,0.963
repositories,12,0.739
repository,10,0.852
repossess,9,0.852
repossession,12,0.815
repot,5,0.667
reprehend,9,0.920
reprehensible,13,0.870
represent,9,1.000
representation,14,0.897
representational,16,0.958
representations,15,0.889
representative,14,1.000
representatives,15,0.926
represented,11,1.000
representing,12,0.964
represents,10,1.000
repress,7,1.000
repressed,9,1.000
repression,10,1.000
repressions,11,0.962
repressive,10,0.963
reprieve,8,0.917
reprimand,9,0.962
reprimanded,11,0.962
reprint,7,1.000
reprinted,9,0.963
reprints,8,0.963
reprisal,8,0.840
reprisals,9,0.704
reprise,7,0.964
reproach,8,0.960
reproaches,10,0.964
reproachful,11,0.931
reprobate,9,0.625
reprobating,11,0.600
reproduce,9,1.000
reproduced,10,0.964
reproduces,10,0.893
reproducibilities,17,0.474
reproducibility,15,0.667
reproducible,12,0.870
reproducibly,12,0.391
reproducing,11,0.962
reproduction,12,0.963
reproductions,13,1.000
reproductive,12,1.000
reproof,7,0.929
reprove,7,0.889
reprovingly,11,0.885
reps,4,1.000
reptile,7,1.000
reptilian,9,0.962
republic,8,1.000
Republican,10,1.000
republicanism,13,0.840
Republicans,11,1.000
republics,9,1.000
repudiate,9,0.591
repudiated,10,0.520
repudiating,11,0.667
repudiation,11,0.458
repugnance,10,0.926
repugnant,9,0.923
repulse,7,0.958
repulsed,8,1.000
repulsion,9,0.962
repulsions,10,1.000
repulsive,9,1.000
reputable,9,0.929
reputation,10,1.000
reputations,11,0.963
reputation's,12,1.000
repute,6,1.000
reputed,7,1.000
reputedly,9,0.913
request,7,1.000
requested,9,1.000
requesting,10,1.000
requests,8,1.000
requiem,7,0.897
require,7,1.000
required,8,1.000
requirement,11,1.000
requirements,12,1.000
requires,8,1.000
requiring,9,1.000
requisite,9,0.720
requisites,10,0.923
requisition,11,0.880
requisitioned,13,0.714
requital,8,0.792
reread,6,1.000
rerun,5,0.958
resale,6,1.000
rescind,7,0.667
rescinded,9,0.609
rescript,8,0.889
rescue,6,1.000
rescued,7,0.926
rescuer,7,0.962
rescuing,8,0.962
resealed,8,1.000
research,8,1.000
researchable,12,0.960
researcher,10,1.000
researchers,11,1.000
researches,10,0.893
researching,11,0.960
reseat,6,0.926
resemblance,11,0.963
resemble,8,0.964
resembled,9,1.000
resembles,9,1.000
resembling,10,0.926
resent,6,1.000
resented,8,0.923
resentful,9,1.000
resentment,10,1.000
reservation,11,1.000
reservations,12,1.000
reserve,7,1.000
reserved,8,0.963
reserves,8,0.964
reserving,9,1.000
reservoir,9,1.000
reservoirs,10,0.889
reset,5,0.964
resettle,8,0.929
resettlement,12,0.929
resettling,10,0.920
reshaped,8,1.000
reshapes,8,0.963
reshuffle,9,0.964
reside,6,1.000
resided,7,1.000
residence,9,1.000
residences,10,0.926
residency,9,0.964
resident,8,0.964
residential,11,1.000
residentially,13,0.926
residents,9,1.000
resides,7,1.000
residing,8,1.000
residual,8,0.920
residue,7,1.000
residues,8,0.917
resifted,8,0.583
resign,6,1.000
resignation,11,1.000
resignations,12,0.963
resigned,8,1.000
resignedly,10,0.696
resigning,9,0.929
resigns,7,0.962
resilience,10,0.913
resilient,9,0.889
resin,5,0.778
resinlike,9,0.864
resinous,8,0.526
resins,6,0.630
resiny,6,0.611
resist,6,0.964
resistance,10,1.000
resistances,11,0.929
resistant,9,0.963
resisted,8,0.926
resistible,10,1.000
resisting,9,1.000
resistive,9,0.760
resistor,8,0.960
resistors,9,0.846
resists,7,1.000
resole,6,0.741
resolute,8,0.846
resolutely,10,0.885
resolution,10,1.000
resolutions,11,1.000
resolve,7,1.000
resolved,8,1.000
resolves,8,1.000
resolving,9,1.000
resonance,9,0.920
resonances,10,0.850
resonant,8,0.852
resonate,8,0.923
resort,6,1.000
resorted,8,1.000
resorting,9,0.840
resorts,7,1.000
resound,7,0.962
resounding,10,0.926
resounds,8,0.897
resource,8,0.964
resourceful,11,1.000
resourcefully,13,0.964
resourcefulness,15,0.962
resources,9,1.000
respect,7,1.000
respectability,14,1.000
respectable,11,1.000
respected,9,1.000
respectful,10,1.000
respecting,10,1.000
